step,global_step,lr_applied,lr_next,mean_flow_loss,mean_teaching_loss,mean_total_loss,writer_grad_norm,text_meta_grad_norm,vl_meta_grad_norm,meta_grad_norm,total_grad_norm,seconds,gradient_sync_seconds,optimizer_seconds,peak_allocated_gib,peak_reserved_gib,condition_exposures,task_exposures,supervised_queries,teaching_queries,total_queries,optimizer_updates,rank_peak_allocated_gib_max,rank_peak_reserved_gib_max
959,959,0.0002979778575896433,0.0002979736436600463,0.12259138739179996,0.07060073968023062,0.14612496728521018,0.13375134766101837,3.851154542644508e-05,0.0020101452246308327,9.520936146145687e-05,0.13375134766101837,6.224732605740428,0.03296360466629267,0.00687648169696331,20.678491592407227,21.498046875,3836,3836,80556,26852,107408,959,20.678491592407227,21.498046875
960,960,0.0002979736436600463,0.0002979694253752232,0.11754496963251204,0.08221050538122654,0.14494847142625422,0.1403171867132187,0.00015249778516590595,0.00294864596799016,0.0003734740021172911,0.1403171867132187,9.43433018680662,0.031476437114179134,0.00618334487080574,20.678491592407227,21.498046875,3840,3840,80640,26880,107520,960,20.678491592407227,21.498046875
961,961,0.0002979694253752232,0.0002979652027353023,0.10018013595115571,0.05167686752974987,0.11740575846107233,0.14183731377124786,5.705912917619571e-05,0.0027851650957018137,8.7320055172313e-05,0.14183731377124786,13.315306363627315,0.03060304932296276,0.0062390901148319244,20.678491592407227,21.498046875,3844,3844,80724,26908,107632,961,20.678491592407227,21.498046875
962,962,0.0002979652027353023,0.0002979609757404123,0.07951869997417642,0.048194823786616325,0.09558364123638186,0.0768890529870987,2.2014759451849386e-05,0.001315760426223278,6.281495734583586e-05,0.0768890529870987,10.169508984312415,0.030654548667371273,0.006095420569181442,20.678491592407227,21.498046875,3848,3848,80808,26936,107744,962,20.678491592407227,21.498046875
963,963,0.0002979609757404123,0.00029795674439068195,0.10819849096948192,0.07878467068076134,0.13446004786306903,0.19846785068511963,5.987488111713901e-05,0.0047770533710718155,0.00027794568450190127,0.19846785068511963,8.729191076010466,0.030994528904557228,0.006845174357295036,20.678491592407227,21.498046875,3852,3852,80892,26964,107856,963,20.678491592407227,21.498046875
964,964,0.00029795674439068195,0.00029795250868624014,0.09404525178528966,0.04117468651384115,0.10777014728990339,0.09375540167093277,7.099969661794603e-05,0.002578227547928691,0.00014405103866010904,0.09375540167093277,8.282630583271384,0.030427508987486362,0.006121685728430748,20.678491592407227,21.498046875,3856,3856,80976,26992,107968,964,20.678491592407227,21.498046875
965,965,0.00029795250868624014,0.00029794826862721593,0.10294671471984612,0.07176953041926026,0.1268698915262662,0.26898446679115295,6.771168409613892e-05,0.004748176317662001,0.0004671529168263078,0.26898449659347534,7.813051957637072,0.03101325035095215,0.006220132112503052,20.678491592407227,21.498046875,3860,3860,81060,27020,108080,965,20.678491592407227,21.498046875
966,966,0.00029794826862721593,0.00029794402421373846,0.10267588416380541,0.04600764601491392,0.1180117661687767,0.152862548828125,4.778064612764865e-05,0.004296890925616026,0.00015924144827295095,0.152862548828125,9.04304969124496,0.035651377402246,0.0061179278418421745,20.678491592407227,21.498046875,3864,3864,81144,27048,108192,966,20.678491592407227,21.498046875
967,967,0.00029794402421373846,0.000297939775445937,0.10996528892290025,0.06837458908557892,0.13275681861809321,0.12397071719169617,6.346963346004486e-05,0.0032077799551188946,0.00018165004439651966,0.12397070974111557,7.665374058298767,0.03300159610807896,0.006172847934067249,20.678491592407227,21.498046875,3868,3868,81228,27076,108304,967,20.678491592407227,21.498046875
968,968,0.000297939775445937,0.000297935522323941,0.1118364039631117,0.0849842494353652,0.14016448710823343,0.11458412557840347,3.518200901453383e-05,0.0018550085369497538,0.00013727029727306217,0.11458412557840347,10.12855222914368,0.03286725655198097,0.006197618320584297,20.678491592407227,21.498046875,3872,3872,81312,27104,108416,968,20.678491592407227,21.498046875
969,969,0.000297935522323941,0.00029793126484788004,0.09950343164659682,0.03937745979055762,0.11262925157678269,0.10135995596647263,5.247054650681093e-05,0.0032054297626018524,0.00013026320084463805,0.10135995596647263,17.529636441729963,0.03133746329694986,0.006184983998537064,20.678491592407227,21.498046875,3876,3876,81396,27132,108528,969,20.678491592407227,21.498046875
970,970,0.00029793126484788004,0.0002979270030178837,0.10890966760260717,0.049143567215651274,0.12529085667449094,0.09831032902002335,4.343250839156099e-05,0.003568014595657587,0.0002269722754135728,0.09831032902002335,10.585427029058337,0.03655502013862133,0.006470603868365288,20.678491592407227,21.498046875,3880,3880,81480,27160,108640,970,20.678491592407227,21.498046875
971,971,0.0002979270030178837,0.000297922736834082,0.14055500525449002,0.09211868140846491,0.171261232390645,0.2872474789619446,0.00010684473090805113,0.00680126016959548,0.0004485674435272813,0.2872474789619446,7.67263325676322,0.03195878863334656,0.006613266654312611,20.678491592407227,21.498046875,3884,3884,81564,27188,108752,971,20.678491592407227,21.498046875
972,972,0.000297922736834082,0.00029791846629660467,0.08904079888902959,0.05822234787046909,0.10844824817918595,0.1750098615884781,0.00013019671314395964,0.005820187274366617,0.00021078302233945578,0.17500987648963928,9.134218671359122,0.030909649096429348,0.00623556412756443,20.678491592407227,21.498046875,3888,3888,81648,27216,108864,972,20.678491592407227,21.498046875
973,973,0.00029791846629660467,0.00029791419140558196,0.09231094510427543,0.04135971609503031,0.1060975171359522,0.13236376643180847,3.6247722164262086e-05,0.0030358205549418926,0.00010795213893288746,0.13236376643180847,8.41723866108805,0.031222868710756302,0.006163045763969421,20.678491592407227,21.498046875,3892,3892,81732,27244,108976,973,20.678491592407227,21.498046875
974,974,0.00029791419140558196,0.00029790991216114405,0.09906853451615288,0.05551416985690594,0.11757325780178819,0.18607354164123535,5.726614108425565e-05,0.002857049461454153,0.0001075562322512269,0.18607354164123535,12.58260218705982,0.03230729606002569,0.006442711688578129,20.678491592407227,21.498046875,3896,3896,81816,27272,109088,974,20.678491592407227,21.498046875
975,975,0.00029790991216114405,0.00029790562856342126,0.11889015812249411,0.04853265266865492,0.13506770901204573,0.14580543339252472,7.701763388467953e-05,0.0028810170479118824,0.00017251975077670068,0.14580541849136353,12.466351069509983,0.03141283616423607,0.006187259219586849,20.678491592407227,21.498046875,3900,3900,81900,27300,109200,975,20.678491592407227,21.498046875
976,976,0.00029790562856342126,0.0002979013406125441,0.08658843833420958,0.06941222585737705,0.10972584695333526,0.08683253824710846,4.6729608584428206e-05,0.0017649638466536999,0.00013485958334058523,0.08683253824710846,6.754501663148403,0.030474861152470112,0.006021235138177872,20.678491592407227,21.498046875,3904,3904,81984,27328,109312,976,20.678491592407227,21.498046875
977,977,0.0002979013406125441,0.00029789704830864315,0.09739957554709344,0.06380123412236571,0.118666653587882,0.1790940761566162,9.020505240187049e-05,0.003950454760342836,0.00010365038178861141,0.1790940761566162,8.08696475904435,0.0339101729914546,0.006341311149299145,20.678491592407227,21.498046875,3908,3908,82068,27356,109424,977,20.678491592407227,21.498046875
978,978,0.00029789704830864315,0.00029789275165184923,0.11066045044433502,0.05569413676857948,0.1292251627005282,0.18047140538692474,9.550416143611073e-05,0.003956836182624102,0.0001795747666619718,0.18047140538692474,6.735928836278617,0.0302635645493865,0.006113996729254723,20.678491592407227,21.498046875,3912,3912,82152,27384,109536,978,20.678491592407227,21.498046875
979,979,0.00029789275165184923,0.0002978884506422932,0.09425693537507737,0.050947790034115314,0.11123953205311582,0.09311334043741226,4.909789640805684e-05,0.0017852670280262828,2.8735119485645555e-05,0.09311333298683167,14.629665144719183,0.03105616569519043,0.0062980642542243,20.678491592407227,21.498046875,3916,3916,82236,27412,109648,979,20.678491592407227,21.498046875
980,980,0.0002978884506422932,0.00029788414528010603,0.10212412064096757,0.04014029027894139,0.11550421740061469,0.1367167979478836,0.00010489648411748931,0.00643249461427331,0.0008380410145036876,0.1367167979478836,9.97539106477052,0.03543450403958559,0.006277038715779781,20.678491592407227,21.498046875,3920,3920,82320,27440,109760,980,20.678491592407227,21.498046875
981,981,0.00029788414528010603,0.0002978798355654189,0.09915344567880743,0.04096674080938101,0.11280902594860111,0.12368742376565933,4.721539153251797e-05,0.002226439770311117,0.0002830627781804651,0.12368743121623993,8.08794706966728,0.030029091984033585,0.006241525523364544,20.678491592407227,21.498046875,3924,3924,82404,27468,109872,981,20.678491592407227,21.498046875
982,982,0.0002978798355654189,0.0002978755214983632,0.0889276953059293,0.04882584512233734,0.10520297701337508,0.07696748524904251,3.303460471215658e-05,0.0014548624167218804,2.951662099803798e-05,0.07696748524904251,14.352993640117347,0.031100704334676266,0.006294841878116131,20.678491592407227,21.498046875,3928,3928,82488,27496,109984,982,20.678491592407227,21.498046875
983,983,0.0002978755214983632,0.0002978712030790701,0.1307479426087368,0.04685595282353461,0.146366593549915,0.13702885806560516,0.0001304626784985885,0.005414766725152731,0.00025093305157497525,0.13702885806560516,9.331366357393563,0.03147428389638662,0.0062332358211278915,20.678491592407227,21.498046875,3932,3932,82572,27524,110096,983,20.678491592407227,21.498046875
984,984,0.0002978712030790701,0.00029786688030767136,0.10668879889306568,0.03996410081163049,0.12001016583027584,0.11755409836769104,3.5073491744697094e-05,0.001831389730796218,0.00012668299314100295,0.11755409836769104,7.311210907995701,0.03453465458005667,0.006413343362510204,20.678491592407227,21.498046875,3936,3936,82656,27552,110208,984,20.678491592407227,21.498046875
985,985,0.00029786688030767136,0.0002978625531842986,0.0907471262450729,0.08545402996242046,0.11923180289921305,0.11395636200904846,7.069126149872318e-05,0.003066370030865073,0.00033263047225773335,0.11395635455846786,9.746540086343884,0.033466012217104435,0.007137775421142578,20.678491592407227,21.498046875,3940,3940,82740,27580,110320,985,20.678491592407227,21.498046875
986,986,0.0002978625531842986,0.00029785822170908357,0.11358960602609884,0.050402223598212004,0.13039034722550283,0.111866295337677,0.00010144212865270674,0.0041656834073364735,0.0004902773071080446,0.111866295337677,6.938578648492694,0.03033412527292967,0.006199742667376995,20.678491592407227,21.498046875,3944,3944,82824,27608,110432,986,20.678491592407227,21.498046875
987,987,0.00029785822170908357,0.0002978538858821583,0.11936173619081576,0.07600152306258678,0.14469557721167803,0.16538719832897186,4.0727885789237916e-05,0.002752304309979081,7.192166958702728e-05,0.16538719832897186,11.13269978761673,0.03085943963378668,0.006362879648804665,20.678491592407227,21.498046875,3948,3948,82908,27636,110544,987,20.678491592407227,21.498046875
988,988,0.0002978538858821583,0.0002978495457036548,0.09906174446500483,0.07412619236856699,0.12377047525452715,0.18195390701293945,0.00019374469411559403,0.0058417245745658875,0.0005206739297136664,0.18195390701293945,9.995875749737024,0.031300255097448826,0.006218566559255123,20.678491592407227,21.498046875,3952,3952,82992,27664,110656,988,20.678491592407227,21.498046875
989,989,0.0002978495457036548,0.00029784520117370533,0.07184267616165535,0.05348748667165637,0.08967183838554081,0.08318981528282166,2.5864965209621005e-05,0.001168716698884964,7.248690235428512e-05,0.08318982273340225,7.566108090803027,0.030895872972905636,0.006298827938735485,20.678491592407227,21.498046875,3956,3956,83076,27692,110768,989,20.678491592407227,21.498046875
990,990,0.00029784520117370533,0.0002978408522924422,0.09213335603652965,0.03026994480751455,0.1022233376390345,0.11101053655147552,0.00010531900625210255,0.006946703419089317,9.276768105337396e-05,0.11101053655147552,11.781992855481803,0.030728922225534916,0.006541784852743149,20.678491592407227,21.498046875,3960,3960,83160,27720,110880,990,20.678491592407227,21.498046875
991,991,0.0002978408522924422,0.00029783649905999786,0.08973784877785615,0.0535352872684598,0.1075829445340094,0.1371590942144394,0.0001239034318132326,0.0057799797505140305,8.923047425923869e-05,0.1371590942144394,10.49196174647659,0.032168599776923656,0.006478096358478069,20.678491592407227,21.498046875,3964,3964,83244,27748,110992,991,20.678491592407227,21.498046875
992,992,0.00029783649905999786,0.000297832141476505,0.09153120858328684,0.04297304851934314,0.10585555808973454,0.14752528071403503,5.106348544359207e-05,0.0023445752449333668,8.86184789123945e-05,0.14752528071403503,8.57898994255811,0.033449999056756496,0.00621911883354187,20.678491592407227,21.498046875,3968,3968,83328,27776,111104,992,20.678491592407227,21.498046875
993,993,0.000297832141476505,0.0002978277795420963,0.09955791472679093,0.06969888275489211,0.1227908756450883,0.1244436576962471,4.745686237583868e-05,0.002520287176594138,0.00022683004499413073,0.1244436576962471,7.969700220040977,0.030092150904238224,0.006210142746567726,20.678491592407227,21.498046875,3972,3972,83412,27804,111216,993,20.678491592407227,21.498046875
994,994,0.0002978277795420963,0.0002978234132569046,0.10302362843815768,0.053931208327412605,0.12100069788062855,0.14859354496002197,8.16890606074594e-05,0.0031414690893143415,0.00019052380230277777,0.14859354496002197,7.052649558521807,0.03090990986675024,0.006162477657198906,20.678491592407227,21.498046875,3976,3976,83496,27832,111328,994,20.678491592407227,21.498046875
995,995,0.0002978234132569046,0.00029781904262106304,0.07977114138858658,0.07539586815983057,0.10490309744186344,0.10922843217849731,4.2039780964842066e-05,0.0017606898909434676,7.696425745962188e-05,0.10922842472791672,15.052921806462109,0.03424576297402382,0.006238153204321861,20.678491592407227,21.498046875,3980,3980,83580,27860,111440,995,20.678491592407227,21.498046875
996,996,0.00029781904262106304,0.0002978146676347046,0.10139053527797971,0.07532417494803667,0.12649859359399193,0.10525773465633392,6.1439597629942e-05,0.0022496944293379784,0.00014953018398955464,0.10525774210691452,6.776205917820334,0.03530555497854948,0.006389643996953964,20.678491592407227,21.498046875,3984,3984,83664,27888,111552,996,20.678491592407227,21.498046875
997,997,0.0002978146676347046,0.0002978102882979627,0.11151269042775744,0.040764807257801294,0.1251009595136912,0.14553360641002655,8.19295019027777e-05,0.002599138766527176,0.0004409866814967245,0.14553360641002655,11.083438268862665,0.030788344331085682,0.006347996182739735,20.678491592407227,21.498046875,3988,3988,83748,27916,111664,997,20.678491592407227,21.498046875
998,998,0.0002978102882979627,0.0002978059046109705,0.09515267371066978,0.05045806337147951,0.11197202816782963,0.09161696583032608,3.452177043072879e-05,0.0015453505329787731,5.209658047533594e-05,0.09161695837974548,11.869632437825203,0.030830015428364277,0.006298580206930637,20.678491592407227,21.498046875,3992,3992,83832,27944,111776,998,20.678491592407227,21.498046875
999,999,0.0002978059046109705,0.0002978015165738618,0.09858907670492217,0.029883029405027628,0.10855008650659805,0.11201699823141098,0.00010256217501591891,0.003151591867208481,0.00017658271826803684,0.11201699823141098,8.150106184184551,0.03073845338076353,0.006257314234972,20.678491592407227,21.498046875,3996,3996,83916,27972,111888,999,20.678491592407227,21.498046875
1000,1000,0.0002978015165738618,0.00029779712418677017,0.08553941840572016,0.03721083141863346,0.09794302887859799,0.09489624947309494,3.492198447929695e-05,0.002227557823061943,6.012949233991094e-05,0.09489624947309494,18.025765226222575,0.03330745454877615,0.006875265389680862,20.678491592407227,21.498046875,4000,4000,84000,28000,112000,1000,20.678491592407227,21.498046875
1001,1001,0.00029779712418677017,0.00029779272744982933,0.10065827474352858,0.05359804444015026,0.11852428955691201,0.1365349143743515,0.00010699187987484038,0.004383605904877186,0.00028364421450532973,0.1365349143743515,8.15482307318598,0.030712426640093327,0.022279297932982445,20.663259983062744,22.767578125,4004,4004,84084,28028,112112,1001,20.663259983062744,22.767578125
1002,1002,0.00029779272744982933,0.0002977883263631733,0.10140547094245751,0.048189183697104454,0.11746853217482567,0.15127959847450256,6.967109948163852e-05,0.004282528534531593,0.00015853495278861374,0.15127958357334137,8.459646090865135,0.030404510907828808,0.006738065741956234,20.663259983062744,22.76953125,4008,4008,84168,28056,112224,1002,20.663259983062744,22.76953125
1003,1003,0.0002977883263631733,0.0002977839209269362,0.12004805236522641,0.043247357942163944,0.13446383834594772,0.11838903278112411,0.00016819083248265088,0.006337094586342573,7.765984628349543e-05,0.11838903278112411,11.708939720876515,0.03491249307990074,0.006082015112042427,20.663259983062744,22.76953125,4012,4012,84252,28084,112336,1003,20.663259983062744,22.76953125
1004,1004,0.0002977839209269362,0.00029777951114125207,0.09489481931640988,0.029573495965451002,0.10475265130489354,0.1644563525915146,0.00010711831419030204,0.003109217854216695,0.00021126060164533556,0.1644563525915146,6.455420752055943,0.030215798877179623,0.006063983775675297,20.663259983062744,22.76953125,4016,4016,84336,28112,112448,1004,20.663259983062744,22.76953125
1005,1005,0.00029777951114125207,0.00029777509700625537,0.10406626685566846,0.11872723698616028,0.14364201251772188,0.19695593416690826,8.5005747678224e-05,0.0041011180728673935,0.00018526322674006224,0.19695593416690826,11.158584831282496,0.03183913417160511,0.006165171042084694,20.663307189941406,22.76953125,4020,4020,84420,28140,112560,1005,20.663307189941406,22.76953125
1006,1006,0.00029777509700625537,0.00029777067852208047,0.1001220801401706,0.08679087180644274,0.12905237074231818,0.1295822262763977,9.62110934779048e-05,0.0032517199870198965,0.00019759089627768844,0.1295822262763977,10.788857617415488,0.030254647135734558,0.006063765846192837,20.66427755355835,22.7734375,4024,4024,84504,28168,112672,1006,20.66427755355835,22.7734375
1007,1007,0.00029777067852208047,0.000297766255688862,0.0991602943145803,0.051711478270590305,0.1163974537381104,0.13308994472026825,4.985882333130576e-05,0.0021292571909725666,9.669149585533887e-05,0.13308995962142944,6.456674416549504,0.030110315419733524,0.006803564727306366,20.66427755355835,22.7734375,4028,4028,84588,28196,112784,1007,20.66427755355835,22.7734375
1008,1008,0.000297766255688862,0.0002977618285067348,0.09918364784902049,0.0520525174215436,0.11653448698953503,0.16041512787342072,6.967510125832632e-05,0.0036202340852469206,0.0003589183615986258,0.16041512787342072,8.136131714098155,0.03143013548105955,0.006009205244481564,20.66427755355835,22.7734375,4032,4032,84672,28224,112896,1008,20.66427755355835,22.7734375
1009,1009,0.0002977618285067348,0.0002977573969758335,0.10725701768838224,0.03260173695161939,0.11812426333892204,0.11736991256475449,4.101498416275717e-05,0.0029285282362252474,0.0002249801327707246,0.11736991256475449,8.41864806227386,0.030311073176562786,0.0060055870562791824,20.66427755355835,22.7734375,4036,4036,84756,28252,113008,1009,20.66427755355835,22.7734375
1010,1010,0.0002977573969758335,0.0002977529610962933,0.09899170058114189,0.05923908622935414,0.11873806265759326,0.13448521494865417,5.014626731281169e-05,0.0038818418979644775,0.0002866871072910726,0.13448520004749298,7.143089881166816,0.03480487782508135,0.005947669968008995,20.66427755355835,22.7734375,4040,4040,84840,28280,113120,1010,20.66427755355835,22.7734375
1011,1011,0.0002977529610962933,0.0002977485208682492,0.10150529315606469,0.059770614840090275,0.12142883143609479,0.16270044445991516,5.705062721972354e-05,0.003188168862834573,0.00014451851893682033,0.16270044445991516,7.107246381230652,0.030652934685349464,0.006152201443910599,20.66427755355835,22.7734375,4044,4044,84924,28308,113232,1011,20.66427755355835,22.7734375
1012,1012,0.0002977485208682492,0.0002977440762918365,0.10704752989113331,0.057048868387937546,0.12606381935377914,0.14682775735855103,7.30513347662054e-05,0.004491979721933603,0.00023731568944640458,0.14682775735855103,12.372748627327383,0.031003449112176895,0.00667996983975172,20.66522216796875,22.798828125,4048,4048,85008,28336,113344,1012,20.66522216796875,22.798828125
1013,1013,0.0002977440762918365,0.00029773962736719063,0.09976640361405553,0.06298868590965867,0.12076263225060842,0.1780376434326172,4.7183501010295004e-05,0.0032080113887786865,9.540486644254997e-05,0.1780376434326172,15.10366659425199,0.032747192308306694,0.006318635307252407,20.67103624343872,22.798828125,4052,4052,85092,28364,113456,1013,20.67103624343872,22.798828125
1014,1014,0.00029773962736719063,0.00029773517409444706,0.10192396655856142,0.04736038530245423,0.1177107616593795,0.14279146492481232,0.00011770583660108969,0.004119555000215769,0.0002746330283116549,0.14279146492481232,7.042226132005453,0.03030748013406992,0.006059673614799976,20.67103624343872,22.798828125,4056,4056,85176,28392,113568,1014,20.67103624343872,22.798828125
1015,1015,0.00029773517409444706,0.00029773071647374146,0.0924296812819583,0.059832294937223196,0.11237377959436604,0.09085910022258759,8.181379234883934e-05,0.0034901020117104053,0.0001620917464606464,0.09085910022258759,10.15830113645643,0.03019329346716404,0.0059405481442809105,20.67103624343872,22.798828125,4060,4060,85260,28420,113680,1015,20.67103624343872,22.798828125
1016,1016,0.00029773071647374146,0.00029772625450520955,0.0726161313997138,0.026007215958088636,0.08128520338574335,0.07552801817655563,3.6323905078461394e-05,0.002441676100715995,0.00010026743984781206,0.07552801817655563,10.380448774434626,0.03433871176093817,0.006477981805801392,20.67103624343872,22.798828125,4064,4064,85344,28448,113792,1016,20.67103624343872,22.798828125
1017,1017,0.00029772625450520955,0.0002977217881889874,0.12089824818429493,0.05051250662654638,0.13773575039314373,0.1611478477716446,4.8785113904159516e-05,0.0034334594383835793,0.0001260693243239075,0.1611478328704834,11.456408439204097,0.03410209994763136,0.006229068152606487,20.67103624343872,22.798828125,4068,4068,85428,28476,113904,1017,20.67103624343872,22.798828125
1018,1018,0.0002977217881889874,0.00029771731752521095,0.11556858001720338,0.08715301938354969,0.1446195864783866,0.2361595332622528,6.34015304967761e-05,0.004801720846444368,0.00021620863117277622,0.2361595332622528,11.164004910737276,0.03078350704163313,0.0061994558200240135,20.67103624343872,22.798828125,4072,4072,85512,28504,114016,1018,20.67103624343872,22.798828125
1019,1019,0.00029771731752521095,0.0002977128425140164,0.10955552805569908,0.059482157696038485,0.12938291395437856,0.13025787472724915,4.701841317000799e-05,0.002569327363744378,0.00018998562882188708,0.13025787472724915,7.983568253926933,0.03015959355980158,0.006027610972523689,20.67103624343872,22.798828125,4076,4076,85596,28532,114128,1019,20.67103624343872,22.798828125
1020,1020,0.0002977128425140164,0.00029770836315554,0.10400148667395115,0.06412859144620597,0.12537768382268646,0.13754123449325562,7.582482066936791e-05,0.0038002878427505493,0.0001114069891627878,0.13754123449325562,14.511204307898879,0.03495676629245281,0.006104517728090286,20.67103624343872,22.798828125,4080,4080,85680,28560,114240,1020,20.67103624343872,22.798828125
1021,1021,0.00029770836315554,0.0002977038794499184,0.13503579334134147,0.0446362504735589,0.14991454349919445,0.14501594007015228,0.00013655047223437577,0.005556339398026466,0.00024604983627796173,0.14501595497131348,6.783884966745973,0.03364167734980583,0.006006491370499134,20.67103624343872,22.798828125,4084,4084,85764,28588,114352,1021,20.67103624343872,22.798828125
1022,1022,0.0002977038794499184,0.000297699391397288,0.08319179722595782,0.054802835918962955,0.10145940919894547,0.13184909522533417,6.199948256835341e-05,0.003371612634509802,9.190507262246683e-05,0.13184908032417297,7.133261999115348,0.03189423494040966,0.005956693552434444,20.67103624343872,22.798828125,4088,4088,85848,28616,114464,1022,20.67103624343872,22.798828125
1023,1023,0.000297699391397288,0.0002976948989977856,0.0907913635351828,0.07667410094290972,0.11634939718281938,0.12756411731243134,5.999767017783597e-05,0.003045141464099288,0.00017434720939490944,0.12756411731243134,11.791490805335343,0.029968222603201866,0.006707055494189262,20.67103624343872,22.798828125,4092,4092,85932,28644,114576,1023,20.67103624343872,22.798828125
1024,1024,0.0002976948989977856,0.00029769040225154797,0.095294241749105,0.07340585300698876,0.11976285941810125,0.13354608416557312,6.17069672443904e-05,0.0033157742582261562,0.00012786660226993263,0.13354608416557312,7.506157351657748,0.03070272132754326,0.006055142730474472,20.67103624343872,22.798828125,4096,4096,86016,28672,114688,1024,20.67103624343872,22.798828125
1025,1025,0.00029769040225154797,0.00029768590115871217,0.09634151974959032,0.03699124162085354,0.10867193362320818,0.09726101905107498,6.8565335823223e-05,0.0022290595807135105,0.00015384110156446695,0.09726101160049438,10.005721027962863,0.031045427545905113,0.006107425317168236,20.67103624343872,22.798828125,4100,4100,86100,28700,114800,1025,20.67103624343872,22.798828125
1026,1026,0.00029768590115871217,0.00029768139571941524,0.09600542583281085,0.05018040910363197,0.11273222886735484,0.10207050293684006,5.0400740292388946e-05,0.0025330660864710808,0.00017832944286055863,0.10207050293684006,7.663116703741252,0.03109012544155121,0.006214982829988003,20.67103624343872,22.798828125,4104,4104,86184,28728,114912,1026,20.67103624343872,22.798828125
1027,1027,0.00029768139571941524,0.0002976768859337945,0.13113201702279703,0.08081953087821603,0.15807186064886905,0.17560048401355743,7.636961527168751e-05,0.003255960065871477,0.00012824955047108233,0.17560048401355743,11.262046506628394,0.03036104328930378,0.006158134900033474,20.67103624343872,22.798828125,4108,4108,86268,28756,115024,1027,20.67103624343872,22.798828125
1028,1028,0.0002976768859337945,0.0002976723718019872,0.09068568361302216,0.0375633267685771,0.10320679253588119,0.08443251252174377,4.346819332567975e-05,0.001905347453430295,0.00010645516886143014,0.08443251252174377,10.89354922156781,0.03349321521818638,0.006506407633423805,20.67103624343872,22.798828125,4112,4112,86352,28784,115136,1028,20.67103624343872,22.798828125
1029,1029,0.0002976723718019872,0.000297667853324131,0.11121937539428473,0.04044821532443166,0.12470211383576194,0.16087017953395844,3.720622044056654e-05,0.0026132818311452866,0.00011770635319408029,0.16087017953395844,8.933689246885478,0.030040345154702663,0.006247214041650295,20.67103624343872,22.798828125,4116,4116,86436,28812,115248,1029,20.67103624343872,22.798828125
1030,1030,0.000297667853324131,0.0002976633305003635,0.09340495957682529,0.059012788347899914,0.11307588902612527,0.11100789904594421,3.967000884586014e-05,0.0027894959785044193,7.810489478288218e-05,0.11100789904594421,12.663914584554732,0.03000156581401825,0.006090570241212845,20.67103624343872,22.798828125,4120,4120,86520,28840,115360,1030,20.67103624343872,22.798828125
1031,1031,0.0002976633305003635,0.0002976588033308224,0.08839732752225939,0.07289309985935688,0.11269502747537835,0.18426115810871124,8.834883919917047e-05,0.005224305670708418,0.0004347314825281501,0.18426115810871124,7.370904040522873,0.030437828041613102,0.006078759208321571,20.67103624343872,22.798828125,4124,4124,86604,28868,115472,1031,20.67103624343872,22.798828125
1032,1032,0.0002976588033308224,0.00029765427181564574,0.11273560406906263,0.05272036837413907,0.13030906019377564,0.18993137776851654,9.176631283480674e-05,0.003636768553406,0.00010446857777424157,0.18993137776851654,17.598622498102486,0.03036470804363489,0.006537133827805519,20.67103624343872,22.798828125,4128,4128,86688,28896,115584,1032,20.67103624343872,22.798828125
1033,1033,0.00029765427181564574,0.00029764973595497137,0.08175333207916646,0.056823944207280874,0.10069464681492675,0.09741228818893433,8.057391096372157e-05,0.0033218050375580788,0.0001222410355694592,0.09741228818893433,9.919453175738454,0.03032486978918314,0.0060917967930436134,20.67103624343872,22.798828125,4132,4132,86772,28924,115696,1033,20.67103624343872,22.798828125
1034,1034,0.00029764973595497137,0.0002976451957489376,0.11636314829367966,0.058946884237229824,0.13601210970608962,0.1087924987077713,3.629435377661139e-05,0.001975867198780179,9.56853327807039e-05,0.1087924987077713,7.774020207114518,0.029983336105942726,0.00600168202072382,20.67103624343872,22.798828125,4136,4136,86856,28952,115808,1034,20.67103624343872,22.798828125
1035,1035,0.0002976451957489376,0.0002976406511976827,0.09302162010932252,0.04169654892757535,0.10692046975184763,0.10155674070119858,7.88791585364379e-05,0.0034179282374680042,6.619254418183118e-05,0.10155674815177917,8.565146952867508,0.03010735660791397,0.006083926185965538,20.67103624343872,22.798828125,4140,4140,86940,28980,115920,1035,20.67103624343872,22.798828125
1036,1036,0.0002976406511976827,0.000297636102301345,0.10178602300584316,0.042141176760196686,0.11583308192590873,0.11371809244155884,6.311834295047447e-05,0.003380650421604514,0.00010819219460245222,0.11371809244155884,10.746844581328332,0.030977829359471798,0.006202430464327335,20.67103624343872,22.798828125,4144,4144,87024,29008,116032,1036,20.67103624343872,22.798828125
1037,1037,0.000297636102301345,0.00029763154906006334,0.08947085775434971,0.042806576704606414,0.10373971665588518,0.10743557661771774,0.00013779272558167577,0.0034833510871976614,0.00012204919039504603,0.10743556916713715,10.015232481062412,0.029918664135038853,0.006019795313477516,20.67103624343872,22.798828125,4148,4148,87108,29036,116144,1037,20.67103624343872,22.798828125
1038,1038,0.00029763154906006334,0.0002976269914739761,0.10326596327303421,0.06938440771773458,0.12639409917894573,0.1882331371307373,7.481166539946571e-05,0.003696264000609517,0.0002815228363033384,0.1882331371307373,8.749641647562385,0.031047881580889225,0.006079814396798611,20.67103624343872,22.798828125,4152,4152,87192,29064,116256,1038,20.67103624343872,22.798828125
